rn,kddept,kdsatker,nmsatker,no_rekening,unit,saldo_akhir,kdbank,tgl_transaksi,updated_at
172,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-20,2025-08-21 02:26:19
173,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-20,2025-08-21 02:26:19
174,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-19,2025-08-20 02:33:04
175,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-19,2025-08-20 02:34:26
176,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-19,2025-08-20 02:35:11
177,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-19,2025-08-20 02:35:10
178,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-19,2025-08-20 02:36:26
179,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-19,2025-08-20 02:33:46
180,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-19,2025-08-20 02:34:27
181,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-19,2025-08-20 02:34:27
182,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-18,2025-08-19 02:14:27
183,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-18,2025-08-19 02:14:58
184,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-18,2025-08-19 02:15:05
185,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-18,2025-08-19 02:10:46
186,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-18,2025-08-19 02:14:20
187,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-18,2025-08-19 02:14:19
188,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-18,2025-08-19 02:11:31
189,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-18,2025-08-19 02:10:46
190,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-17,2025-08-18 02:13:40
191,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-17,2025-08-18 02:14:58
192,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-17,2025-08-18 02:15:01
193,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-17,2025-08-18 02:14:23
194,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-17,2025-08-18 02:14:20
195,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-17,2025-08-18 02:13:47
196,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-17,2025-08-18 02:13:40
197,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-17,2025-08-18 02:14:58
198,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-16,2025-08-17 02:28:22
199,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-16,2025-08-17 02:29:14
200,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-16,2025-08-17 02:28:19
201,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-16,2025-08-17 02:24:43
202,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-16,2025-08-17 02:30:36
203,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-16,2025-08-17 02:29:18
204,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-16,2025-08-17 02:29:14
205,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-16,2025-08-17 02:28:19
206,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-15,2025-08-16 02:06:32
207,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-15,2025-08-16 02:10:21
208,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-15,2025-08-16 02:06:33
209,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-15,2025-08-16 02:10:20
210,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-15,2025-08-16 02:08:54
211,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-15,2025-08-16 02:07:19
212,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-15,2025-08-16 02:08:09
213,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-15,2025-08-16 02:06:47
214,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-14,2025-08-15 02:09:32
215,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-14,2025-08-15 02:11:45
216,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-14,2025-08-15 02:11:02
217,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-14,2025-08-15 02:12:29
218,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-14,2025-08-15 02:14:22
219,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-14,2025-08-15 02:09:33
220,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-14,2025-08-15 02:10:20
221,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-14,2025-08-15 02:10:20
222,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-13,2025-08-14 02:41:32
223,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-13,2025-08-14 02:39:28
224,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-13,2025-08-14 02:40:10
225,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-13,2025-08-14 02:38:47
226,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-13,2025-08-14 02:42:47
227,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-13,2025-08-14 02:41:32
228,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-13,2025-08-14 02:40:16
229,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-13,2025-08-14 02:42:09
230,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214929798819,009,2025-08-12,2025-08-13 02:09:58
231,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-12,2025-08-13 02:10:01
232,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-12,2025-08-13 02:11:52
233,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-12,2025-08-13 02:12:33
234,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-12,2025-08-13 02:10:00
235,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-12,2025-08-13 02:13:14
236,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172790910861,008,2025-08-12,2025-08-13 02:09:58
237,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-12,2025-08-13 02:11:38
238,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2172820303861,008,2025-08-11,2025-08-12 02:14:50
239,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-11,2025-08-12 02:18:58
240,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-11,2025-08-12 02:13:13
241,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-11,2025-08-12 02:15:23
242,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-11,2025-08-12 02:19:14
243,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534903905390,200,2025-08-11,2025-08-12 02:13:14
244,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362431854018,002,2025-08-11,2025-08-12 02:18:58
245,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6228541568,014,2025-08-11,2025-08-12 02:13:13
246,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-10,2025-08-11 02:13:17
247,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-10,2025-08-11 02:13:52
248,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2188120585957,008,2025-08-10,2025-08-11 02:13:10
249,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-10,2025-08-11 02:14:33
250,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214840793568,009,2025-08-10,2025-08-11 02:13:58
251,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362284479179,002,2025-08-10,2025-08-11 02:13:11
252,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534853432565,200,2025-08-10,2025-08-11 02:12:31
253,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-10,2025-08-11 02:12:28
254,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-09,2025-08-10 02:22:48
255,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-09,2025-08-10 02:22:47
256,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-09,2025-08-10 02:23:26
257,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362284479179,002,2025-08-09,2025-08-10 02:24:55
258,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534853432565,200,2025-08-09,2025-08-10 02:24:07
259,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2188120585957,008,2025-08-09,2025-08-10 02:23:36
260,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-09,2025-08-10 02:28:17
261,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-09,2025-08-10 02:28:17
262,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-08,2025-08-09 02:15:28
263,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2188120585957,008,2025-08-08,2025-08-09 02:12:46
264,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362284479179,002,2025-08-08,2025-08-09 02:14:01
265,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-08,2025-08-09 02:16:02
266,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-08,2025-08-09 02:14:01
267,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214840793568,009,2025-08-08,2025-08-09 02:14:01
268,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534853432565,200,2025-08-08,2025-08-09 02:14:45
269,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-08,2025-08-09 02:14:44
270,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-07,2025-08-08 02:12:38
271,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214840793568,009,2025-08-07,2025-08-08 02:13:23
272,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-07,2025-08-08 02:09:52
273,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2188120585957,008,2025-08-07,2025-08-08 02:10:13
274,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-07,2025-08-08 02:11:45
275,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-07,2025-08-08 02:10:54
276,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,362284895429,002,2025-08-07,2025-08-08 02:13:11
277,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534853656265,200,2025-08-07,2025-08-08 02:11:41
278,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214840793568,009,2025-08-06,2025-08-07 02:12:43
279,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-06,2025-08-07 02:11:12
280,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-06,2025-08-07 02:10:48
281,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-06,2025-08-07 02:10:50
282,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-06,2025-08-07 02:17:04
283,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534853656265,200,2025-08-06,2025-08-07 02:13:02
284,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6223032743,014,2025-08-06,2025-08-07 02:11:12
285,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-06,2025-08-07 02:10:48
286,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-05,2025-08-06 02:21:37
287,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-05,2025-08-06 02:19:13
288,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-05,2025-08-06 02:34:23
289,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-05,2025-08-06 02:19:24
290,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,360218176198,002,2025-08-05,2025-08-06 02:33:42
291,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214673775516,009,2025-08-05,2025-08-06 02:17:48
292,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534765705778,200,2025-08-05,2025-08-06 02:18:23
293,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2171430853209,008,2025-08-05,2025-08-06 02:22:21
294,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214673775516,009,2025-08-04,2025-08-05 02:18:22
295,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-04,2025-08-05 02:11:55
296,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-04,2025-08-05 02:13:57
297,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,360218176198,002,2025-08-04,2025-08-05 02:19:06
298,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534765705778,200,2025-08-04,2025-08-05 02:11:56
299,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2171430853209,008,2025-08-04,2025-08-05 02:11:54
300,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-04,2025-08-05 02:14:53
301,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-04,2025-08-05 02:14:53
302,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-03,2025-08-04 02:19:42
303,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2171430853209,008,2025-08-03,2025-08-04 02:20:23
304,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-03,2025-08-04 02:19:43
305,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214673775516,009,2025-08-03,2025-08-04 02:20:04
306,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-03,2025-08-04 02:20:24
307,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-03,2025-08-04 02:19:42
308,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,360218176198,002,2025-08-03,2025-08-04 02:19:33
309,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534765705778,200,2025-08-03,2025-08-04 02:20:14
310,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-2171430853209,008,2025-08-02,2025-08-03 02:15:13
311,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-02,2025-08-03 02:16:35
312,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2025-08-02,2025-08-03 02:51:28
313,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,360218176198,002,2025-08-02,2025-08-03 02:49:38
314,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214673775516,009,2025-08-02,2025-08-03 02:16:37
315,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-02,2025-08-03 02:15:16
316,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,534765705778,200,2025-08-02,2025-08-03 02:51:06
317,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-02,2025-08-03 02:16:37
318,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,360218176198,002,2025-08-01,2025-08-02 02:20:37
319,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2025-08-01,2025-08-02 02:20:37
320,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,214673775516,009,2025-08-01,2025-08-02 02:25:19
321,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-11741154411,112,2025-08-01,2025-08-02 02:21:27
322,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,6168876218,014,2025-08-01,2025-08-02 02:23:04
